sku,csv_filename,real_filename,real_url,status
"Headlight, Continental GT (2017)","headlights_continental_gt_2017.jpg","Headlights, Continental GT 2017.jpg","https://www.introcar.com/media/lookbookslider/Headlights, Continental GT 2017.jpg","downloaded"
"Headlight, Continental GT3-R (2015)","headlights_continental_gt_2017_2_.jpg","Headlights, Continental GT 2017.jpg","https://www.introcar.com/media/lookbookslider/Headlights, Continental GT 2017.jpg","downloaded"
"Headlight, Continental GTC (412KW Engine)","headlights_continental_flying_spur_448kw_engine_1.jpg","Headlights, Continental Flying Spur 448KW Engine.jpg","https://www.introcar.com/media/lookbookslider/Headlights, Continental Flying Spur 448KW Engine.jpg","downloaded"
"Headlight, Continental GTC (2007-2011, 448)","headlights_continental_gt_2004_2.jpg","Headlights, Continental GT 2004.jpg","https://www.introcar.com/media/lookbookslider/Headlights, Continental GT 2004.jpg","downloaded"
"Headlight, Continental GTC (2012-2018)","headlights_continental_gt_2012_3_.jpg","Headlights, Continental GT 2012 (3).jpg","https://www.introcar.com/media/lookbookslider/Headlights, Continental GT 2012 (3).jpg","downloaded"
"Headlight, Continental Supersports (2009-2013)","headlights_continental_supersports_2009.jpg","Headlights, Continental Supersports 2009.jpg","https://www.introcar.com/media/lookbookslider/Headlights, Continental Supersports 2009.jpg","already_exists"
"Headlight, Flying Spur (2014-2019)","headlights_flying_spur_2014.jpg","Headlights, Flying Spur 2014.jpg","https://www.introcar.com/media/lookbookslider/Headlights, Flying Spur 2014.jpg","already_exists"
"ps1-heater-demister-taps-p6998","s1_heater_demister_taps.jpg","S1 Heater & Demister Taps.jpg","https://www.introcar.com/media/lookbookslider/S1 Heater & Demister Taps.jpg","downloaded"
"Heater Box Thermostat, 4-Door Cars (chassis 30001)","heater_box_thermostat_corniche_30001.jpg","Heater Box Thermostat, Corniche 30001.jpg","https://www.introcar.com/media/lookbookslider/Heater Box Thermostat, Corniche 30001.jpg","downloaded"
"Heater Box Thermostat, Corniche","heater_box_thermostat_corniche_22587.jpg","Heater Box Thermostat, Corniche 22587.jpg","https://www.introcar.com/media/lookbookslider/Heater Box Thermostat, Corniche 22587.jpg","downloaded"
"Heater Box Thermostat/Switch, Mulsanne Turbo","heater_box_switch.jpg","1472561000-56215600.jpg","https://www.introcar.com/media/lookbookslider/1472561000-56215600.jpg","downloaded"
"Heater Hoses (Rear Compartment), Arnage RL","heater_hoses_rear_compartment_arnage_rl.jpg","Heater Hoses (Rear Compartment) Arnage RL.jpg","https://www.introcar.com/media/lookbookslider/Heater Hoses (Rear Compartment) Arnage RL.jpg","downloaded"
"Heater Hoses (Rear Compartment), Park Ward","heater_hoses_rear_compartment_park_ward.jpg","Heater Hoses (Rear Compartment) Park Ward.jpg","https://www.introcar.com/media/lookbookslider/Heater Hoses (Rear Compartment) Park Ward.jpg","downloaded"
"Heater Hoses, Arnage RL","heater_hoses_arnage_rl.jpg","Heater Hoses Arnage RL.jpg","https://www.introcar.com/media/lookbookslider/Heater Hoses Arnage RL.jpg","downloaded"
"Heater Matrix & Pipes, Silver Seraph","heater_matrix_pipes_arnage_01001.jpg","Heater Matrix & Pipes Arnage 01001.jpg","https://www.introcar.com/media/lookbookslider/Heater Matrix & Pipes Arnage 01001.jpg","downloaded"
"pheight-control-minimum-pressure-priority-valves-08170-12241","hcv_07465.jpg","HCV 07465.jpg","https://www.introcar.com/media/lookbookslider/HCV 07465.jpg","downloaded"
"pheight-control-minimum-pressure-priority-valves-07942-10170","hcv_07465_1.jpg","HCV 07465 (1).jpg","https://www.introcar.com/media/lookbookslider/HCV 07465 (1).jpg","downloaded"
"pheight-control-minimum-pressure-priority-valves-12086-14301","hcv_12242.jpg","HCV 12242.jpg","https://www.introcar.com/media/lookbookslider/HCV 12242.jpg","downloaded"
"pheight-control-minimum-pressure-priority-valves-10171-16968","hcv_12242_1.jpg","HCV 12242 (1).jpg","https://www.introcar.com/media/lookbookslider/HCV 12242 (1).jpg","downloaded"
"pheight-control-minimum-pressure-priority-valves-20001-29290","hcv_20001.jpg","HCV 20001.jpg","https://www.introcar.com/media/lookbookslider/HCV 20001.jpg","downloaded"
"High Mounted Stop Light Bentayga (2021-2023)","hight_mounted_stop_light_number_plate_lights_side_marker_lights_bentayga_2021.jpg","Hight Mounted Stop Light, Number Plate Lights, Side Marker Lights, Bentayga 2021.jpg","https://www.introcar.com/media/lookbookslider/Hight Mounted Stop Light, Number Plate Lights, Side Marker Lights, Bentayga 2021.jpg","downloaded"
"High Mounted Stop Light Mulsanne (2011-2021)","high_mounted_stop_light_mulsanne_2017.jpg","High Mounted Stop Light, Mulsanne 2017.jpg","https://www.introcar.com/media/lookbookslider/High Mounted Stop Light, Mulsanne 2017.jpg","downloaded"
"High Mounted Stoplamp, Azure (2006-2010)","high_mounted_stoplight_azure.jpg","High Mounted Stoplight AZURE.jpg","https://www.introcar.com/media/lookbookslider/High Mounted Stoplight AZURE.jpg","downloaded"
"phorns-4-door-cars-1989-1995","horns_spirit_24514.jpg","Horns Spirit 24514.jpg","https://www.introcar.com/media/lookbookslider/Horns Spirit 24514.jpg","downloaded"
"phorns-corniche-continental-chassis-30001-50170","horns_30001_corniche.jpg","Horns 30001 Corniche.jpg","https://www.introcar.com/media/lookbookslider/Horns 30001 Corniche.jpg","downloaded"
"plookbook-page-horns-4-door-cars-1996-1999","horns_spirit_57003.jpg","Horns Spirit 57003.jpg","https://www.introcar.com/media/lookbookslider/Horns Spirit 57003.jpg","downloaded"
"Hose & Pipe Fittings, Silver Seraph & Arnage Series","seraph_arnage_hose_pipe_fittings.jpg","Seraph & Arnage Hose & Pipe Fittings.jpg","https://www.introcar.com/media/lookbookslider/Seraph & Arnage Hose & Pipe Fittings.jpg","downloaded"
"Steering Hoses & Pipes RHD, Arnage Green (04003)","steering_hoses_rhd_arnage_green_04003.jpg","Steering Hoses RHD Arnage Green 04003.jpg","https://www.introcar.com/media/lookbookslider/Steering Hoses RHD Arnage Green 04003.jpg","downloaded"
"Steering Hoses & Pipes RHD, Arnage (04001)","steering_hoses_rhd_arnage_04001.jpg","Steering Hoses RHD Arnage 04001.jpg","https://www.introcar.com/media/lookbookslider/Steering Hoses RHD Arnage 04001.jpg","downloaded"
"Steering Hoses & Pipes RHD, Silver Seraph (04006)","steering_hoses_rhd_seraph_04006_1.jpg","Steering Hoses RHD Seraph 04006.jpg","https://www.introcar.com/media/lookbookslider/Steering Hoses RHD Seraph 04006.jpg","downloaded"
"Steering Hoses & Pipes RHD, Arnage T","steering_hoses_rhd_arnage_t.jpg","Steering Hoses RHD Arnage T.jpg","https://www.introcar.com/media/lookbookslider/Steering Hoses RHD Arnage T.jpg","downloaded"
"Steering Hoses & Pipes RHD, Silver Seraph (01002)","steering_hoses_rhd_seraph_01001.jpg","Steering Hoses RHD Seraph 01001.jpg","https://www.introcar.com/media/lookbookslider/Steering Hoses RHD Seraph 01001.jpg","downloaded"
"Brake Hoses & Pipes, Booster (LHD), Silver Seraph (01002)","brake_hoses_power_boost_arnage_01001_lhd.jpg","Brake Hoses Power Boost Arnage 01001 LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage 01001 LHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (RHD), Silver Seraph (01002)","brake_hoses_power_boost_arnage_01001_rhd.jpg","Brake Hoses Power Boost Arnage 01001 RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage 01001 RHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (LHD), Silver Seraph (04006)","brake_hoses_power_boost_arnage_green_04003_lhd.jpg","Brake Hoses Power Boost Arnage Green 04003 LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage Green 04003 LHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (RHD), Silver Seraph (04006)","brake_hoses_power_boost_arnage_green_04003_rhd.jpg","Brake Hoses Power Boost Arnage Green 04003 RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage Green 04003 RHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (LHD), Arnage Red Label","brake_hoses_power_boost_arnage_04001_lhd.jpg","Brake Hoses Power Boost Arnage 04001 LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage 04001 LHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (RHD), Arnage Red Label","brake_hoses_power_boost_arnage_04001_rhd.jpg","Brake Hoses Power Boost Arnage 04001 RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage 04001 RHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (LHD, Iron Brakes), Arnage R","brake_hoses_power_boost_arnage_08200_lhd.jpg","Brake Hoses Power Boost Arnage 08200 LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage 08200 LHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (RHD Iron) Arnage R","brake_hoses_power_boost_arnage_08200_rhd.jpg","Brake Hoses Power Boost Arnage 08200 RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage 08200 RHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (LHD, Ceramic Brakes)","brake_hoses_power_boost_arnage_ceramic_lhd.jpg","Brake Hoses Power Boost Arnage Ceramic LHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage Ceramic LHD.jpg","downloaded"
"Brake Hoses & Pipes, Booster (RHD, Ceramic), Arnage R","brake_hoses_power_boost_arnage_ceramic_rhd.jpg","Brake Hoses Power Boost Arnage Ceramic RHD.jpg","https://www.introcar.com/media/lookbookslider/Brake Hoses Power Boost Arnage Ceramic RHD.jpg","downloaded"
"pbrake-hoses-turbo-r-chassis-numbers-20001-27659-p11707","brake_hoses_20001_turbo_lookbook.jpg","1487782882-34571400.jpg","https://www.introcar.com/media/lookbookslider/1487782882-34571400.jpg","downloaded"
"pbrake-hoses-turbo-r-chassis-numbers-27597-27793-p11708","brake_hoses_27597_turbo_lookbook.jpg","1487784334-50538700.jpg","https://www.introcar.com/media/lookbookslider/1487784334-50538700.jpg","downloaded"
"pbrake-hoses-turbo-r-chassis-numbers-31004-36323-p11718","brake_hoses_31001_lookbook_2.jpg","1487817576-36920400.jpg","https://www.introcar.com/media/lookbookslider/1487817576-36920400.jpg","downloaded"
"pbrake-hoses-turbo-r-chassis-numbers-44002-46783-p11728","brake_hoses_44001_lookbook_2.jpg","1487819037-04286700.jpg","https://www.introcar.com/media/lookbookslider/1487819037-04286700.jpg","downloaded"
"pbrake-hoses-turbo-r-chassis-numbers-54002-54471-p11734","brake_hoses_54001_lookbook_2.jpg","1487860983-55624900.jpg","https://www.introcar.com/media/lookbookslider/1487860983-55624900.jpg","downloaded"
"pbrake-hoses-turbo-r-chassis-numbers-54493-on-p11744","brake_hoses_54482_lookbook_1.jpg","1487815593-42712800.jpg","https://www.introcar.com/media/lookbookslider/1487815593-42712800.jpg","downloaded"
"pbrake-hoses-silver-spur-chassis-numbers-27597-27780-p11703","brake_hoses_27591.jpg","1487662667-75850100.jpg","https://www.introcar.com/media/lookbookslider/1487662667-75850100.jpg","downloaded"
"pbrake-hoses-silver-spur-chassis-numbers-31001-36322-p11714","brake_hoses_31001_lookbook.jpg","1487817576-36920400.jpg","https://www.introcar.com/media/lookbookslider/1487817576-36920400.jpg","downloaded"
"pbrake-hoses-silver-spur-chassis-numbers-44001-46781-p11721","brake_hoses_44001_lookbook.jpg","1487819037-04286700.jpg","https://www.introcar.com/media/lookbookslider/1487819037-04286700.jpg","downloaded"
"pbrake-hoses-silver-spur-chassis-numbers-54001-54486-p11742","brake_hoses_54001_lookbook.jpg","1487860983-55624900.jpg","https://www.introcar.com/media/lookbookslider/1487860983-55624900.jpg","downloaded"
"pbrake-hoses-silver-spur-chassis-numbers-54483-on-p11743","brake_hoses_54482_lookbook.jpg","1487815593-42712800.jpg","https://www.introcar.com/media/lookbookslider/1487815593-42712800.jpg","downloaded"
"prake-hoses-touring-limousine-chassis-numbers-80001-80056-p11724","brake_hoses_31001_lookbook_1.jpg","1487819037-04286700.jpg","https://www.introcar.com/media/lookbookslider/1487819037-04286700.jpg","downloaded"
"prake-hoses-touring-limousine-chassis-numbers-80101-80110-p11731","brake_hoses_44001_lookbook_1.jpg","1487860983-55624900.jpg","https://www.introcar.com/media/lookbookslider/1487860983-55624900.jpg","downloaded"
"pbrake-hoses-touring-limousine-chassis-numbers-80111-on-p11738","brake_hoses_54001_lookbook_1.jpg","1487815593-42712800.jpg","https://www.introcar.com/media/lookbookslider/1487815593-42712800.jpg","downloaded"
"Hub (Front), Silver Seraph, Silver Seraph (chassis 01002)","hub_front_seraph_01002.jpg","Hub (Front) Seraph 01002.jpg","https://www.introcar.com/media/lookbookslider/Hub (Front) Seraph 01002.jpg","downloaded"
"Hub (Front, Iron Brakes), Silver Seraph (chassis 5565)","hub_front_arnage_01001.jpg","Hub (Front) Arnage 01001.jpg","https://www.introcar.com/media/lookbookslider/Hub (Front) Arnage 01001.jpg","downloaded"
"Hub (Front, Ceramic Brakes), Arnage R","hub_front_arnage_ceramic.jpg","Hub (Front) Arnage Ceramic.jpg","https://www.introcar.com/media/lookbookslider/Hub (Front) Arnage Ceramic.jpg","downloaded"
"Front Hub, Mulsanne (2011-2021)","front_hub_mulsanne_2011.jpg","Front Hub, Mulsanne 2011.jpg","https://www.introcar.com/media/lookbookslider/Front Hub, Mulsanne 2011.jpg","downloaded"
"Hub (Rear), Silver Seraph (chassis 01002-03051)","hub_rear_arnage_01001.jpg","Hub (Rear) Arnage 01001.jpg","https://www.introcar.com/media/lookbookslider/Hub (Rear) Arnage 01001.jpg","downloaded"
"Hub (Rear), Silver Seraph (chassis 04006-08853)","hub_rear_arnage_04001.jpg","Hub (Rear) Arnage 04001.jpg","https://www.introcar.com/media/lookbookslider/Hub (Rear) Arnage 04001.jpg","downloaded"
"Hub (Rear), Arnage R (chassis 08323-10058)","hub_rear_arnage_08200.jpg","Hub (Rear) Arnage 08200.jpg","https://www.introcar.com/media/lookbookslider/Hub (Rear) Arnage 08200.jpg","downloaded"
"Hub (Rear, Iron Brakes), Arnage R (chassis 10101)","hub_rear_arnage_10100.jpg","Hub (Rear) Arnage 10100 (4).jpg","https://www.introcar.com/media/lookbookslider/Hub (Rear) Arnage 10100 (4).jpg","downloaded"
"Hub (Rear, Ceramic Brakes), Arnage R","hub_rear_arnage_ceramic.jpg","Hub (Rear) Arnage Ceramic.jpg","https://www.introcar.com/media/lookbookslider/Hub (Rear) Arnage Ceramic.jpg","downloaded"
"Rear Hub, Mulsanne (2011-2021)","rear_hub_mulsanne_2011.jpg","Rear Hub, Mulsanne 2011.jpg","https://www.introcar.com/media/lookbookslider/Rear Hub, Mulsanne 2011.jpg","downloaded"
"pidle-speed-regulator-spirit-spur-31001-46781","idle_speed_regulator_24567.jpg","1476779089-65589500.jpg","https://www.introcar.com/media/lookbookslider/1476779089-65589500.jpg","downloaded"
"Ignition Switchbox, Arnage Diamond Series & Arnage Blue Train","switchbox_arnage_08200_1.jpg","Switchbox Arnage 08200.jpg","https://www.introcar.com/media/lookbookslider/Switchbox Arnage 08200.jpg","downloaded"
"Ignition Switchbox, Arnage R (chassis 12007)","switchbox_arnage_12000a.jpg","Switchbox Arnage 12000A.jpg","https://www.introcar.com/media/lookbookslider/Switchbox Arnage 12000A.jpg","downloaded"
"In-Line Pipes, Hoses & Filter (other than USA & Japan), Shadow","shadow_fuel_pipes_hoses_filter_12488-26705_copy.jpg.tmp","Shadow Fuel Pipes, Hoses & Filter 12488-26705 copy.jpg","https://www.introcar.com/media/lookbookslider/Shadow Fuel Pipes, Hoses & Filter 12488-26705 copy.jpg","downloaded"
"Indicators (Front), Arnage R (chassis 08323)","indicator_front_arnage_04001_1.jpg","Indicator Front Arnage 04001.jpg","https://www.introcar.com/media/lookbookslider/Indicator Front Arnage 04001.jpg","downloaded"
"pinstrument-dimmer-chassis-numbers-01001-29290-p9482","instrument_dimmer_01001-29290.jpg","Instrument Dimmer 01001-29290.jpg","https://www.introcar.com/media/lookbookslider/Instrument Dimmer 01001-29290.jpg","downloaded"
"plookbook-page-silver-dawn-silver-wraith-instruments","silver_dawn_silver_wraith_instruments.jpg","Silver Dawn & Silver Wraith Instruments.jpg","https://www.introcar.com/media/lookbookslider/Silver Dawn & Silver Wraith Instruments.jpg","downloaded"
"plookbook-page-mkvi-instruments","mkvi_instruments.jpg","MkVI Instruments.jpg","https://www.introcar.com/media/lookbookslider/MkVI Instruments.jpg","downloaded"
"plookbook-page-r-type-instruments","r-type_instruments_round_clock_.jpg","R-Type Instruments (round clock).jpg","https://www.introcar.com/media/lookbookslider/R-Type Instruments (round clock).jpg","downloaded"
"psilver-cloud-and-s-series-front-lamp-seals","s-type_front_lamp_seals.jpg","S-Type Front Lamp Seals (1).jpg","https://www.introcar.com/media/lookbookslider/S-Type Front Lamp Seals (1).jpg","downloaded"
"psilver-cloud-and-s-series-rear-lamp-seals","s-type_rear_lamp_seals.jpg","S-Type Rear Lamp Seals LB.jpg","https://www.introcar.com/media/lookbookslider/S-Type Rear Lamp Seals LB.jpg","downloaded"
"Levelling Pipes & Hoses, Silver Seraph (chassis 01002)","levelling_pipes_hoses_arnage_01001.jpg","Levelling Pipes & Hoses Arnage 01001.jpg","https://www.introcar.com/media/lookbookslider/Levelling Pipes & Hoses Arnage 01001.jpg","downloaded"
"Levelling Pipes & Hoses, Arnage Green Label (04003)","levelling_pipes_hoses_arnage_green_04003.jpg","Levelling Pipes & Hoses Arnage Green 04003.jpg","https://www.introcar.com/media/lookbookslider/Levelling Pipes & Hoses Arnage Green 04003.jpg","downloaded"
"Levelling Pipes & Hoses, Arnage Red Label","levelling_pipes_hoses_arnage_04001.jpg","Levelling Pipes & Hoses Arnage 04001 (1).jpg","https://www.introcar.com/media/lookbookslider/Levelling Pipes & Hoses Arnage 04001 (1).jpg","downloaded"
"Levelling Pipes & Hoses, Silver Seraph (04006)","levelling_pipes_hoses_seraph_04006.jpg","Levelling Pipes & Hoses Seraph 04006.jpg","https://www.introcar.com/media/lookbookslider/Levelling Pipes & Hoses Seraph 04006.jpg","downloaded"
"Levelling Pipes & Hoses, Arnage R (08323)","levelling_pipes_hoses_arnage_08200.jpg","Levelling Pipes & Hoses Arnage 08200.jpg","https://www.introcar.com/media/lookbookslider/Levelling Pipes & Hoses Arnage 08200.jpg","downloaded"
