"Stock Code","Stock Description","Qty Sold","Net","Tax","Gross","COS","Profit","Margin %"
"RH13513-A","EPROM ECU AUTO RIDE CONTROL","1","£65.69","£13.14","£78.83","£5.02","£60.67","92.36"
"CD6937-A","MICROSWITCH-BACKREST LEFT HAND","1","£65.69","£13.14","£78.83","£45.85","£19.84","30.20"
"RH8224BKT-X","RIGHT HAND TRAILING ARM BRACKET SET","3","£74.00","£4.76","£78.76","£72.00","£2.00","2.70"
"N10445701-X","BULB D2 S KOITO 0047 B","1","£65.62","£13.12","£78.74","£56.24","£9.38","14.29"
"UR1113-A","DISTANCE PIECE","2","£78.73","£0.00","£78.73","£50.86","£27.87","35.40"
"UD15148-X","HEIGHT CONTROL SOLENOID VALVE BOOT CLIP (LARGE)","18","£78.69","£0.00","£78.69","£29.01","£49.68","63.13"
"RH7172-A","WASHER-EXH VALVE SPRING","6","£65.57","£13.11","£78.68","£0.90","£64.67","98.63"
"9223738-A","CHROME LINK, LEFT","1","£78.54","£0.00","£78.54","£66.61","£11.93","15.19"
"PW56814P-X","DRIVER CARPET HEEL PAD (MULLINER PARK WARD)","1","£78.53","£0.00","£78.53","£55.00","£23.53","29.96"
"RH12793-A","CYLINDER HEAD TO HEATER PIPE GASKET","9","£73.61","£4.91","£78.52","£45.18","£28.43","38.62"
"UD24147-A","KNURLED NUT","4","£78.52","£0.00","£78.52","£61.91","£16.61","21.15"
"PE23986PA-X","NUT FLANGED M14 X 1.5","20","£67.50","£10.99","£78.49","£24.40","£43.10","63.85"
"UR21804-X","RIGHT HAND FRONT OVERRIDER (NARROW NUMBER PLATE)","1","£78.49","£0.00","£78.49","£12.32","£66.17","84.30"
"UR231-A","BUSH EWL","2","£71.74","£6.75","£78.49","£65.70","£6.04","8.42"
"UR20094-X","STEERING RACK TO RETURN HOSE PIPE (RIGHT HAND DRIVE)","1","£78.49","£0.00","£78.49","£44.00","£34.49","43.94"
"UD23093-A","BEZEL HEADLAMP LEFT HAND USA","1","£78.38","£0.00","£78.38","£0.00","£78.38","100"
"RG5686-X","ROLLER FRONT END","1","£65.26","£13.05","£78.31","£14.00","£51.26","78.55"
"PH56369PC-A","STG COOLER TO RES HOSE","1","£78.29","£0.00","£78.29","£73.95","£4.34","5.54"
"RB3521-X","DOOR SEAL","9","£68.90","£9.30","£78.20","£31.25","£37.65","54.64"
"UD1354-X","BULB 12V / 21W INDICATOR","48","£75.65","£2.53","£78.18","£13.92","£61.73","81.60"
"CD6667-X","DRIVE SHAFT GAITER CLIP (SMALL)","44","£68.73","£9.45","£78.18","£21.31","£47.42","68.99"
"PA24124PA-X","AIR CONDITIONING COMPRESSOR DRIVE BELT (V8 4.5L)","5","£70.95","£7.22","£78.17","£31.58","£39.37","55.49"
"UR70317-X","RECEIVER DRIER","1","£78.12","£0.00","£78.12","£68.35","£9.77","12.51"
"UD25784-U","ASSY BATTERY TRAY","1","£78.10","£0.00","£78.10","£58.57","£19.53","25.01"
"UE44162-P","THERMOSTAT OIL FILTER","1","£65.00","£13.00","£78.00","£11.23","£53.77","82.72"
"UG944-U","SPEEDO DRIVE ASSEMBLY","1","£65.00","£13.00","£78.00","£100.00","£-35.00","-53.85"
"UD5163-U","ASSY INLET DUCT","1","£65.00","£13.00","£78.00","£0.00","£65.00","100"
"UD1817-U","SWITCH","1","£65.00","£13.00","£78.00","£50.28","£14.72","22.65"
"PA115455PA-A","STEPPER MOTOR AIR VENT","1","£64.99","£13.00","£77.99","£58.50","£6.49","9.99"
"UD8017-X","OIL PRESSURE TRANSMITTER SEALING WASHER","28","£72.57","£5.21","£77.78","£2.71","£69.86","96.27"
"UE10148-X","CIRCLIP CHARGING VALVE","122","£77.76","£0.00","£77.76","£1.94","£75.82","97.51"
"0148805-A","SET OF FITTINGS F WISHBONE, BOTTOM","1","£77.69","£0.00","£77.69","£68.55","£9.14","11.76"
"UD19118-A","WIPER ARM 12.5","2","£64.73","£12.95","£77.68","£48.09","£16.64","25.71"
"UA110Z-A",".250 UNF X 1.50 LONG BOLT","20","£76.86","£0.81","£77.67","£1.00","£75.86","98.70"
"UE5380-A","THRUST COLLAR","1","£77.39","£0.00","£77.39","£4.59","£72.80","94.07"
"UB76703-A","ROLLS-ROYCE BADGE FOR IGNITION KEY","4","£77.30","£0.00","£77.30","£43.64","£33.66","43.54"
"9223736-A","CHROME LINK, RIGHT","1","£77.28","£0.00","£77.28","£28.02","£49.26","63.74"
"G56472-X","IDLER SHAFT LOCK WASHER","16","£69.32","£7.95","£77.27","£57.52","£11.80","17.02"
"CD518-A","SCREW CHAMBER TO BODY","12","£69.15","£7.97","£77.12","£58.48","£10.67","15.43"
"SPC2192-A","AIR PUMP DRIVE BELT","5","£73.98","£3.06","£77.04","£55.93","£18.05","24.40"
"SPM1218-A","SCREW M4 SOCKET HEAD","7","£65.63","£11.39","£77.02","£56.05","£9.58","14.60"
"RD3780-U","OIL GAUGE MK VI / R TYPE","2","£70.00","£7.00","£77.00","£19.36","£50.64","72.34"
"RD4575-U","Y PIECE VENTILATION PIPE","1","£70.00","£7.00","£77.00","£20.00","£50.00","71.43"
"UE7335-X","DISTRIBUTOR PEDESTAL TO CRANKCASE GASKET","36","£75.13","£1.74","£76.87","£7.20","£67.93","90.42"
"RE8399-X","CARBURETOR FLOAT LID FILTER (SU CARBURETOR)","7","£70.23","£6.52","£76.75","£56.91","£13.32","18.97"
"FW1797-X","REAR SPRING UPPER PAD SHIELD","4","£64.88","£11.86","£76.74","£49.40","£15.48","23.86"
"UB12119-X","BOOT / TRUNK HANDLE SEALING RING","14","£74.43","£2.27","£76.70","£1.68","£72.75","97.74"
"UB14150-A","MIRROR DOOR FLAT","1","£63.89","£12.78","£76.67","£53.25","£10.64","16.65"
"3W8959704-A","ASSY REAR QUARTER CMEWL MOTOR RH","1","£63.89","£12.78","£76.67","£3.69","£60.20","94.22"
"D76011-X","FUSE CARRIER CONTACT STRIP","42","£73.25","£3.33","£76.58","£10.43","£62.82","85.76"
"UR18401-A","BAFFLE FRONT","3","£76.57","£0.00","£76.57","£72.77","£3.80","4.96"
"07C103484C-A","RIGHT HAND ROCKER COVER GASKET","2","£76.56","£0.00","£76.56","£70.91","£5.65","7.38"
"UD73430-U","MICROSWITCH","1","£63.80","£12.76","£76.56","£38.56","£25.24","39.56"
"07C103483C-A","LEFT HAND ROCKER COVER GASKET","2","£76.56","£0.00","£76.56","£70.91","£5.65","7.38"
"ASE40525800000-A","ADAPTER VAS 50554","1","£76.49","£0.00","£76.49","£52.91","£23.58","30.83"
"UE33334-X","ENGINE PISTON OIL CONTROL RING","22","£76.26","£0.00","£76.26","£93.06","£-16.80","-22.03"
"7201188-A","COVERING RIGHT","1","£76.18","£0.00","£76.18","£67.72","£8.46","11.11"
"7201187-A","COVERING LEFT","1","£76.18","£0.00","£76.18","£67.72","£8.46","11.11"
"UR18589-A","PIPE INTERMEDIATE LEFT HAND","1","£63.38","£12.68","£76.06","£16.71","£46.67","73.64"
"RG4264-A","SEAL OIL","1","£75.99","£0.00","£75.99","£68.40","£7.59","9.99"
"UB43421-A","SEAL BONNET / HOOD","1","£75.99","£0.00","£75.99","£3.55","£72.44","95.33"
"UR20350-A","HORN PUSH","1","£75.99","£0.00","£75.99","£57.82","£18.17","23.91"
"FB4743-X","FRONT ANTI-ROLL BAR STUD","4","£68.81","£7.10","£75.91","£6.56","£62.25","90.47"
"3W5863459K-U","COVER","1","£75.90","£0.00","£75.90","£56.92","£18.98","25.01"
"WHT001815-X","KIT LOCKING WHEEL BOLTS AND ADAPTER","2","£68.98","£6.90","£75.88","£62.08","£6.90","10"
"UV31331PA-A","BADGE BOOT MULLINER GREEN","2","£68.98","£6.90","£75.88","£62.10","£6.88","9.97"
"RH8882-X","IGNITION CONTACT BASE","4","£75.86","£0.00","£75.86","£5.52","£70.34","92.72"
"UB43682-A","BATTERY CLAMP (BOOT / TRUNK) ASSEMBLY","1","£75.84","£0.00","£75.84","£73.80","£2.04","2.69"
"CD648-A","STEERING PUMP ROTOR O RING","4","£63.16","£12.63","£75.79","£56.85","£6.31","9.99"
"7067228-A","SEAL UNDERLAY, OUTSIDE MIRROR RIGHT","2","£68.68","£6.95","£75.63","£52.16","£16.52","24.05"
"UR13748-X","LOWER STEERING COLUMN DETROIT END BUTTON","1","£63.00","£12.60","£75.60","£22.00","£41.00","65.08"
"GM8683081-A","SOLENOID AND O RING ASSEMBLY","1","£62.99","£12.60","£75.59","£1.08","£61.91","98.29"
"UR11688-A","NUT AXLE YOKE FRONT RIGHT HAND","1","£75.59","£0.00","£75.59","£71.40","£4.19","5.54"
"UE38169U-A","SOLENOID VAL UN","1","£62.99","£12.60","£75.59","£51.19","£11.80","18.73"
"UG12677-A","CALIPER TO AXLE BOLT","1","£62.99","£12.60","£75.59","£56.00","£6.99","11.10"
"UE38224-A","HEATER TO TAP HOSE","1","£62.99","£12.60","£75.59","£3.54","£59.45","94.38"
"UE35100-X","ACCUMULATOR SPHERE O RING (HI-ENB)","28","£71.85","£3.71","£75.56","£49.56","£22.29","31.02"
"UA1103Z-A","NUT CASTELLATED.375 UNF","5","£62.96","£12.59","£75.55","£6.75","£56.21","89.28"
"EB5029-X","OIL PUMP HIGH PRESSURE RELIEF VALVE SPRING","4","£68.26","£7.11","£75.37","£10.16","£58.10","85.12"
"MORGAN-X","Morgan Parts General","1","£75.33","£0.00","£75.33","£47.38","£27.95","37.10"
"CD5388-A","LENS CLEAR","1","£75.24","£0.00","£75.24","£15.13","£60.11","79.89"
"UR3186-A","ADAPTER","1","£75.24","£0.00","£75.24","£64.50","£10.74","14.27"
"UG10140-A","ROLLER OUTPUT SHAFT","1","£75.19","£0.00","£75.19","£75.20","£-0.01","-0.01"
"4B0857536C-X","MIRROR GLASS (CONVEX, HEATED, BLUE TINT, RH)","3","£63.04","£12.10","£75.14","£21.00","£42.04","66.69"
"UB19115-SU","ASSY SOLENOID Surcharge","1","£75.00","£0.00","£75.00","£50.00","£25.00","33.33"
"UD16919CUT-X","KEY CUT RRL","1","£75.00","£0.00","£75.00","£37.50","£37.50","50"
"UT11705-U","BOOT / TRUNK FLOOR BATTERY WELL","1","£75.00","£0.00","£75.00","£0.00","£75.00","100"
"UR5178-U","FRONT DAMPER REAR BUSH HOUSING ASSEMBLY","1","£75.00","£0.00","£75.00","£56.25","£18.75","25"
"PW130-U","DOOR HANDLE CORNICHE","1","£75.00","£0.00","£75.00","£15.00","£60.00","80"
"PG107213PA-U","VOLUTE CASING","1","£75.00","£0.00","£75.00","£30.00","£45.00","60"
"RE4783-A","DIPSTICK ENGINE OIL M6 / S1","1","£75.00","£0.00","£75.00","£0.01","£74.99","99.99"
"UD11670-U","GAUGE COOLANT","1","£75.00","£0.00","£75.00","£61.87","£13.13","17.51"
"079115243B-A","CONTROL VALVE","1","£74.99","£0.00","£74.99","£39.49","£35.50","47.34"
"UT11735PF-A","IDLE SPEED ACTUATOR HOSE","1","£74.99","£0.00","£74.99","£56.25","£18.74","24.99"
"UA11443Z-X","PLAIN NUT (3BA)","38","£70.61","£4.37","£74.98","£8.36","£62.25","88.16"
"4E0260749B-A","O RING (13.7 X 2.5 MM)","14","£63.15","£11.76","£74.91","£44.36","£18.79","29.75"
"CD5391-A","LENS AMBER","4","£74.87","£0.00","£74.87","£52.54","£22.33","29.83"
"UB33286-A","MIRROR PEDESTAL SEAL","2","£74.68","£0.00","£74.68","£70.54","£4.14","5.54"
"UR1234-A","OFF STOP","4","£67.88","£6.80","£74.68","£58.24","£9.64","14.20"
"CD5390-A","LENS AMBER","5","£74.59","£0.00","£74.59","£76.08","£-1.49","-2"
"CD6808-X","AIR CONDITIONING O RING","31","£71.54","£3.02","£74.56","£1.24","£70.30","98.27"
"PF30163PA-A","INJECTOR VALVE O RING","16","£74.48","£0.00","£74.48","£9.89","£64.59","86.72"
"6787711-A","SUPPORTING RING","10","£66.76","£7.70","£74.46","£63.05","£3.71","5.56"
"UB12593-A","SPLINED COUPLING","2","£61.99","£12.40","£74.39","£117.80","£-55.81","-90.03"
"4E0698471-X","FRONT CALIPER SEAL KIT","6","£62.13","£12.10","£74.23","£43.14","£18.99","30.56"
"UG12173-A","RETAINER","2","£74.18","£0.00","£74.18","£4.82","£69.36","93.50"
"UB76919-U","MIRROR (RIGHT HAND)","2","£74.10","£0.00","£74.10","£53.00","£21.10","28.48"
"3W0612041AT-A","VACUUM PIPE","1","£74.09","£0.00","£74.09","£42.66","£31.43","42.42"
"RG6131-X","BALL STEEL 0.3125 INCH DIAMETER","119","£67.07","£6.97","£74.04","£55.77","£11.30","16.85"
"UV10836PA-A","SOLENOID VALVE HOSE","1","£73.99","£0.00","£73.99","£55.50","£18.49","24.99"
"UD74345-X","ENGINE MANAGEMENT RELAY","6","£71.19","£2.78","£73.97","£46.09","£25.10","35.26"
"L551-X","RED LENS REAR LIGHT Aftermarket Product","2","£61.60","£12.32","£73.92","£35.13","£26.47","42.97"
"UD23285-X","CAPLESS BULB (12V / 1.2W)","17","£68.15","£5.70","£73.85","£4.91","£63.24","92.80"
"3W0698671A-X","REAR CALIPER SERVICE KIT","1","£61.47","£12.29","£73.76","£46.10","£15.37","25"
"3W8853518L-A","TRIM STRIP FOR FENDER","1","£73.58","£0.00","£73.58","£62.39","£11.19","15.21"
"UE6208-X","IGNITION LEAD SUPPORT SLEEVE","18","£73.48","£0.00","£73.48","£63.62","£9.86","13.42"
"4D0907275F-X","TIRE PRESSURE SENSOR (315 MHZ)","5","£64.23","£9.18","£73.41","£31.00","£33.23","51.74"
"UR1310-A","WASHER","2","£66.88","£6.48","£73.36","£58.05","£8.83","13.20"
"PW51725-A","SEAL CANOPY TO GUTTER","1","£60.99","£12.20","£73.19","£38.50","£22.49","36.87"
"3W8807938-A","COVER CAP","1","£73.18","£0.00","£73.18","£42.00","£31.18","42.61"
"3W1612041J-A","VACUUM PIPE","1","£73.14","£0.00","£73.14","£47.45","£25.69","35.12"
"3W0906283B-X","LEFT HAND TURBO CHARGER DUMP VALVE SOLENOID","1","£73.01","£0.00","£73.01","£60.84","£12.17","16.67"
"UB89596-A","SEAL CARRIER A POST RIGHT HAND","1","£72.99","£0.00","£72.99","£226.49","£-153.50","-210.30"
"3W0823359F-A","DAMPER","2","£72.98","£0.00","£72.98","£68.06","£4.92","6.74"
"RH12901-X","CYLINDER HEAD TO HOTSPOT PIPE GASKET","27","£69.35","£3.61","£72.96","£35.10","£34.25","49.39"
"UD19102-A","GLASS FUSE 20 AMP","10","£72.90","£0.00","£72.90","£51.91","£20.99","28.79"
"PD56972PB-A","STONEGUARD REAR RIGHT HAND","1","£72.89","£0.00","£72.89","£58.92","£13.97","19.17"
"CD6690-A","HORN BUTTON LOWER LEFT","2","£65.93","£6.80","£72.73","£63.90","£2.03","3.08"
"CD5778-A","SOLEX CARBURETOR UPPER TO LOWER CHAMBER GASKET","3","£72.73","£0.00","£72.73","£54.88","£17.85","24.54"
"RH13074-X","EXHAUST GAS RECIRCULATION PIPES TO VALVE GASKET","6","£72.64","£0.00","£72.64","£28.80","£43.84","60.35"
"UE75071-X","EXHAUST GAS RECIRCULATION VALVE TO MOUNTING BLOCK GASKET","29","£72.64","£0.00","£72.64","£27.55","£45.09","62.07"
"PA32885PA-X","O RING (11 X 2.5 MM)","27","£67.18","£5.46","£72.64","£20.25","£46.93","69.86"
"CD1204UNF-X","SEALS ONLY, CD1204-X (do not rebag/label) Build","2","£60.52","£12.10","£72.62","£4.55","£55.97","92.48"
"UE70519-A","SUPPORT EXPANSION BOTTLE","1","£72.62","£0.00","£72.62","£1.75","£70.87","97.59"
"CD1607NF-X","SEALS ONLY, CD1607-X Build","2","£60.52","£12.10","£72.62","£5.30","£55.22","91.24"
"UE9592-X","IGNITION LEAD CONNECTOR (FOR SCREW FITTING IGNITION LEADS)","540","£72.56","£0.00","£72.56","£331.56","£-259.00","-356.95"
"UB70005-U","ASSY BUCKLE SEAT BELT FRT","1","£72.50","£0.00","£72.50","£48.00","£24.50","33.79"
"PC32476PA-A","CABLE RELEASE FOPB RIGHT HAND DRIVE","2","£60.38","£12.08","£72.46","£48.96","£11.42","18.91"
"UE73622-X","AIR GALLERY TO INLET MANIFOLD GASKET","21","£68.09","£4.32","£72.41","£18.90","£49.19","72.24"
"UG2830-A","LINKS ASSEMBLY","1","£60.34","£12.07","£72.41","£56.80","£3.54","5.87"
"UE73909-A","BOBBIN OIL PUMP OUTLET","1","£60.34","£12.07","£72.41","£14.57","£45.77","75.85"
"RE11064-A","PISTON RING COMP STANDARD 4.25L","6","£60.23","£12.05","£72.28","£22.96","£37.27","61.88"
"UE43302-A","OTTER SWITCH","4","£65.32","£6.84","£72.16","£63.70","£1.62","2.48"
"CD3061-SU","DISTRIBUTOR VACUUM UNIT","1","£60.00","£12.00","£72.00","£60.00","£0.00","0"
"UD21792-U","RIGHT HAND SEAT ADJUSTMENT SWITCH","2","£60.00","£12.00","£72.00","£80.00","£-20.00","-33.33"
"UB2460/1COL-U","CHROME LOCK BARREL COLLAR","2","£60.00","£12.00","£72.00","£45.00","£15.00","25"
"UE71383-A","AIRPUMP TOTPIECE HOSE","1","£71.99","£0.00","£71.99","£48.91","£23.08","32.06"
"3W3854545A-A","SEAL","1","£71.99","£0.00","£71.99","£43.52","£28.47","39.55"
"PC28473PA-A","PLATE STONE GUARD","2","£71.98","£0.00","£71.98","£42.12","£29.86","41.48"
"RE14029-X","REAR CAMSHAFT COVER PLATE LOCK TAB","15","£64.70","£7.20","£71.90","£8.25","£56.45","87.25"
"UB70760-A","SPRING RETURN INTERRUPTER","4","£68.45","£3.38","£71.83","£2.16","£66.29","96.84"
"XB14183L-X","CIRCLIP (1.166 INCH EXTERNAL DIAMETER)","44","£67.52","£4.19","£71.71","£5.54","£61.98","91.80"
"CD263-A","FILTER FUEL PUMP","4","£65.06","£6.51","£71.57","£0.00","£65.06","100"
"UG1108-A","DIFFERENTIAL PINION FLANGE TO COVER FELT WASHER","8","£67.54","£4.00","£71.54","£60.26","£7.28","10.78"
"PD32955PA-A","BLUE BENTLEY WHEEL CENTER BADGE","5","£71.51","£0.00","£71.51","£47.55","£23.96","33.51"
"PR55888PB-X","GAS STRUT BOOT LID Prestige Parts","4","£71.51","£0.00","£71.51","£29.56","£41.95","58.66"
"UR4002-X","LOWER SUSPENSION FULCRUM BRACKET AND ROLLER BLOCK SEAL (0.100 INCH THICK)","4","£59.54","£11.91","£71.45","£42.00","£17.54","29.46"
"UA11325-A","EXPANSION TANK LEVEL SENSOR O RING","6","£69.06","£2.39","£71.45","£56.47","£12.59","18.23"
"UR13674-U","INDICATOR SCALE","1","£64.90","£6.49","£71.39","£48.67","£16.23","25.01"
"GMF1036-A","PRIORITY VALVE","2","£71.38","£0.00","£71.38","£67.98","£3.40","4.76"
"UE41094FK-X","WATERPUMP FITTING KIT","12","£64.42","£6.89","£71.31","£32.79","£31.63","49.10"
"UG1106-A","COVER PINION ROLLER","1","£59.42","£11.88","£71.30","£6.40","£53.02","89.23"
"UG13925-U","STUD - ROAD WHEEL LH","8","£71.25","£0.00","£71.25","£49.51","£21.74","30.51"
"PD31753PA-A","ANTI-ROLL BAR BUSH","2","£71.23","£0.00","£71.23","£45.08","£26.15","36.71"
"UD13722-A","RELAY","1","£71.22","£0.00","£71.22","£69.30","£1.92","2.70"
"RD4997-X","FESTOON BULB (12V / 5W)","43","£67.49","£3.71","£71.20","£21.78","£45.71","67.73"
"UG262-X","GEARBOX CLUTCH RELEASE OUTER SPRING","6","£64.72","£6.47","£71.19","£0.00","£64.72","100"
"UR17828-A","BUSH","2","£71.08","£0.00","£71.08","£53.31","£17.77","25"
"CD4092-A","PIN PIVOT TIE ROD","2","£70.98","£0.00","£70.98","£8.20","£62.78","88.45"
"CD4867-X","SIDE / REAR INDICATOR LIGHT GASKET","7","£67.20","£3.78","£70.98","£61.49","£5.71","8.50"
"RD4167-X","FESTOON BULB (12V / 3W)","22","£68.00","£2.91","£70.91","£13.21","£54.79","80.57"
"PM25831PA-X","LEFT HAND FRONT INDICATOR LIGHT (ECE)","1","£70.88","£0.00","£70.88","£66.94","£3.94","5.56"
"UB39817-A","LEFT HAND REAR WHEEL ARCH STONE CHIP PROTECTOR","2","£70.87","£0.00","£70.87","£108.16","£-37.29","-52.62"
"PM25830PA-X","RIGHT HAND FRONT INDICATOR LIGHT (ECE)","1","£70.87","£0.00","£70.87","£66.94","£3.93","5.55"
"RD7474/10-X","SPOON FITTING WIPER BLADE (10 INCH)","6","£59.30","£11.34","£70.64","£30.84","£28.46","47.99"
"RG5779-X","MASTER CYLINDER OUTLET SEALING WASHER","44","£64.97","£5.63","£70.60","£4.76","£60.21","92.67"
"UE40809-A","AIR INJECTION HOSE","2","£70.54","£0.00","£70.54","£78.84","£-8.30","-11.77"
"UD72986-A","GASKET HTR PIPES MATRIX","10","£65.29","£5.16","£70.45","£58.80","£6.49","9.94"
"UB70982CUT-X","KEY MASTER (CUT)","3","£64.56","£5.74","£70.30","£32.30","£32.26","49.97"
"SPC2598-A","CLIP TEMPERATURE SENSOR","21","£66.53","£3.67","£70.20","£4.42","£62.11","93.36"
"UR13543-U","MOUNTING BRACKET","2","£70.00","£0.00","£70.00","£0.02","£69.98","99.97"
"UB1882-U","LOCK DOOR","1","£70.00","£0.00","£70.00","£70.00","£0.00","0"
"UR15298-U","STUD ASSEMBLY","4","£70.00","£0.00","£70.00","£0.04","£69.96","99.94"
"UB18524-U","MOULDING RH TONNEAU","1","£63.64","£6.36","£70.00","£47.73","£15.91","25"
"UB18523-U","MOULDING LEFT HANDTONNEAU","1","£63.64","£6.36","£70.00","£24.91","£38.73","60.86"
"RE5771-U","WATERPUMP BACKING PLATE","1","£70.00","£0.00","£70.00","£0.00","£70.00","100"
"UD25599-SU","COURTESY LIGHT SWITCH ASSEMBLY Surcharge","2","£70.00","£0.00","£70.00","£70.00","£0.00","0"
"3W1422859A-A","RETURN LINE","1","£69.99","£0.00","£69.99","£66.50","£3.49","4.99"
"3W0129251-A","INTAKE AIR DUCT","1","£69.99","£0.00","£69.99","£43.61","£26.38","37.69"
"RB2482-X","BONNET / HOOD HANDLE","1","£69.99","£0.00","£69.99","£27.02","£42.97","61.39"
"PB55689PB-A","AIR CLEANER TO AIR PUMP HOSE","1","£69.99","£0.00","£69.99","£63.00","£6.99","9.99"
"CD5470-A","CONDENSER","5","£67.51","£2.46","£69.97","£51.02","£16.49","24.43"
"UB10569-A","DISTANCE TUBE","3","£61.45","£8.35","£69.80","£48.80","£12.65","20.59"
"3W8853535AA-X","LEFT HAND REAR WING / FENDER LOWER CHROME MOLDING STRIP (FORWARD OF WHEEL ARCH)","1","£69.73","£0.00","£69.73","£61.98","£7.75","11.11"
"3W8853536AA-X","RIGHT HAND REAR WING / FENDER LOWER CHROME MOLDING STRIP (FORWARD OF WHEEL ARCH)","1","£69.73","£0.00","£69.73","£61.98","£7.75","11.11"
"GLIP2-X","LEATHER CONDITIONER 250ML","6","£69.72","£0.00","£69.72","£25.20","£44.52","63.86"
"UR73256GT.03-X","LOWER BALL JOINT GAITOR","5","£65.54","£4.10","£69.64","£3.25","£62.29","95.04"
"BSM321-A","KEY MASTER","1","£58.00","£11.60","£69.60","£37.50","£20.50","35.34"
"UE71369-A","AIRGUIDE HOUSING TO REG HOSE","1","£57.99","£11.60","£69.59","£39.75","£18.24","31.45"
"UB88512-A","MOULDING GUIDE DROP GLASS","6","£57.98","£11.60","£69.58","£130.46","£-72.48","-125.01"
"UR13460-A","WASHER","5","£69.57","£0.00","£69.57","£64.99","£4.58","6.58"
"UB16264-A","SPRING-DOOR LOCK BALANCE","2","£57.93","£11.59","£69.52","£57.94","£-0.01","-0.02"
"UB1834CL-X","BADGE BAR CLIP","7","£63.98","£5.48","£69.46","£45.10","£18.88","29.51"
"PD23299PA-A","NUT REAR HUB RETAINING","4","£69.38","£0.00","£69.38","£3.52","£65.86","94.93"
"8671387-A","EXPANSION TANK","1","£69.38","£0.00","£69.38","£65.53","£3.85","5.55"
"UD1352-X","HEATER AND DEMISTER BUTTERFLY VALVE LEVER SPRING","2","£57.75","£11.55","£69.30","£50.95","£6.80","11.77"
"XB1097R-X","SEALING WASHER","66","£67.79","£1.42","£69.21","£3.77","£64.02","94.44"
"7562141-A","OIL PIPE","1","£69.19","£0.00","£69.19","£65.35","£3.84","5.55"
"107300095-X","PANEL WARCH EXTENSION LEFT HAND","1","£69.17","£0.00","£69.17","£32.08","£37.09","53.62"
"107300094-X","PANEL W / ARCH EXTENSION RIGHT HAND","1","£69.17","£0.00","£69.17","£46.21","£22.96","33.19"
"CD256-A","OIL FILTER HOUSING SPRING CAP","4","£69.16","£0.00","£69.16","£70.42","£-1.26","-1.82"
"UD25237-A","SWITCH MICRO","1","£57.59","£11.52","£69.11","£10.92","£46.67","81.04"
"UR3231-X","LARGE MASTER CYLINDER TO RESERVOIR HOSE (LOWER)","2","£62.39","£6.61","£69.00","£28.54","£33.85","54.26"
"UB42207-U","BONNET / HOOD MOULDING","1","£69.00","£0.00","£69.00","£35.00","£34.00","49.28"
"PG109533PB-A","COOLANT LEVEL SENSOR","1","£68.99","£0.00","£68.99","£49.00","£19.99","28.98"
"3D0260749C-X","AIR CONDITIONING PIPE O RING","12","£57.34","£11.47","£68.81","£51.17","£6.17","10.76"
"UB13503-A","ACCESS PLUG","4","£68.77","£0.00","£68.77","£75.24","£-6.47","-9.41"
"UD13627-X","STARTER MOTOR SOLENOID","2","£62.03","£6.47","£68.50","£25.34","£36.69","59.15"
"UE43506-A","AIR SWITCH B BANK HOSE","1","£68.39","£0.00","£68.39","£42.24","£26.15","38.24"
"UR18400-A","BAFFLE REAR","3","£68.37","£0.00","£68.37","£63.86","£4.51","6.60"
"UE46127-A","TANDEM DISTRIBUTOR TIMING BELT","5","£68.35","£0.00","£68.35","£56.87","£11.48","16.80"
"8E0407643A-A","SCREW (M16 X 72 MM)","5","£56.84","£11.36","£68.20","£50.01","£6.83","12.02"
"UG1155-X","REAR BRK SHOE PULL OFF SPRING LINK","9","£59.31","£8.83","£68.14","£16.11","£43.20","72.84"
"N90996702-A","SCREW FLANGED HEAD M10 X 30","27","£66.78","£1.36","£68.14","£73.81","£-7.03","-10.53"
"CD3103-X","RIM HEADLAMP RETAINING","2","£56.70","£11.34","£68.04","£39.74","£16.96","29.91"
"UD71832-X","MICRO RELAY","3","£56.61","£11.32","£67.93","£45.90","£10.71","18.92"
"AUE805-X","CARBURETOR GASKET KIT","3","£67.83","£0.00","£67.83","£26.73","£41.10","60.59"
"SPM2368-A","STUD FASTENER 20 MM BLACK","40","£67.81","£0.00","£67.81","£64.34","£3.47","5.12"
"UE38753-X","TEMPERATURE (OTTER) SWITCH GASKET","21","£64.96","£2.76","£67.72","£2.25","£62.71","96.54"
"UD71409-A","WINDOW LIFT PLASTIC COUPLING","6","£67.64","£0.00","£67.64","£53.73","£13.91","20.56"
"UT13241PA-A","CUP LEFT HAND ASSEMBLY","1","£67.49","£0.00","£67.49","£60.00","£7.49","11.10"
"PU30468PB-A","IGNITION SWITCHBOX COUPLING","3","£63.27","£4.22","£67.49","£56.25","£7.02","11.10"
"UR22107-X","OLIVE EXHAUST A BANK","1","£67.49","£0.00","£67.49","£50.00","£17.49","25.91"
"CD4751-A","BRUSH SET","6","£67.48","£0.00","£67.48","£64.12","£3.36","4.98"
"XB7115-A","TAB WASHER .8125","11","£56.23","£11.24","£67.47","£11.02","£45.21","80.40"
"PC30493PA-X","PARKING BRK SHOE SPRING KIT","5","£56.10","£11.22","£67.32","£16.57","£39.53","70.46"
"F51961-X","SINGLE OPEN ENDED SPANNER 2 3/4 INCH","1","£67.25","£0.00","£67.25","£1.00","£66.25","98.51"
